"Date","LAI"
2018-05-29,0
2018-06-05,0.443333333333333
2018-06-13,1.29666666666667
2018-06-20,3.72333333333333
2018-06-27,4.97666666666667
2018-07-06,5.87333333333333
2018-07-13,4.29666666666667
2018-07-19,4.57
2018-07-27,4.74666666666667
2018-08-02,3.9
2018-08-10,4.473
